gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000100219.12,XBP1,0.27767207592819276,0.030140850575646385,0.7812640981224299,0.03603504256681796,0.0406639586022978,0.000219919875051815,NA,26,29,29
ENSG00000110536.9,PTPMT1,0.27744484975203926,0.030313417734921938,0.781438547602525,0.04750522359896907,0.0503376522426178,3.58366567271471e-05,NA,37,42,42
ENSG00000173705.4,SUSD5,-0.27737369882835505,-0.05088413888337787,0.7814931749158157,0.008207460573837004,0.0197459074508629,0.0108526711155077,NA,10,12,12
ENSG00000111801.11,BTN3A3,0.2769749263476104,0.049815761018349135,0.7817993591128705,0.020411666692165847,0.0388432841342634,0.000362177763441959,NA,30,42,42
ENSG00000091640.3,SPAG7,-0.2768944276429996,-0.011616697899929685,0.7818611714720968,0.2392349149203882,0.321271750130691,3.43379297823838e-31,NA,21,22,22
ENSG00000152147.6,GEMIN6,-0.2768655509561803,-0.04931900246830543,0.7818833452844357,0.010478481886132512,0.0187970653610496,0.012170370320498,NA,4,4,4
ENSG00000085788.9,DDHD2,-0.27674586528998674,-0.015311790440465961,0.7819752513293622,0.04551988618939093,0.0669250913403991,1.30147381242786e-06,NA,16,17,17
ENSG00000189350.8,FAM179A,-0.27663284876884214,-0.002219588646452597,0.7820620389645323,0.07843996180844597,0.164287755599514,1.29044029491497e-14,NA,18,21,21
ENSG00000103313.7,MEFV,0.2765443649385078,0.027241905015360838,0.782129989352186,0.034094521733841726,0.100749136850924,3.36871426482829e-09,NA,7,7,7
ENSG00000151665.8,PIGF,0.27648352069806087,0.04300038677096636,0.7821767151220749,0.05397044668511981,0.060787284527673,6.68908872349719e-06,NA,41,48,48
ENSG00000165801.5,ARHGEF40,0.27639942614248153,0.049521084648408605,0.7822412974318238,0.042737186416320065,0.0205338758321988,0.00887127426291453,NA,43,55,55
ENSG00000128563.9,PRKRIP1,0.2763582094793965,0.027607925549532928,0.7822729512456138,0.05982079243335646,0.0771680422172724,2.77297498392016e-07,NA,27,33,33
ENSG00000006607.9,FARP2,-0.27601933260360145,-0.02379151379626621,0.7825332175533842,0.04318176653590584,0.133781787777535,4.68993802893243e-12,NA,15,19,19
ENSG00000167384.6,ZNF180,0.2760076833443775,0.04502581394797324,0.7825421649222817,0.03497814760206447,0.0844628570235925,7.36737150608558e-08,NA,15,20,20
ENSG00000166507.12,NDST2,-0.27594007052913666,-0.028080133275211965,0.7825940964146985,0.037478127035698264,0.0543166966728071,1.29900947102237e-05,NA,14,16,16
ENSG00000088766.7,CRLS1,-0.2758057376940742,-0.012249772640964862,0.7826972765431878,0.19692804683120874,0.197859395864806,3.25030553796695e-19,NA,57,67,67
ENSG00000086205.12,FOLH1,0.27576066457991966,0.007606182932962897,0.7827318977493967,0.08404992881173762,0.0713922083507621,8.67296832867495e-07,NA,28,31,31
ENSG00000231991.3,ANXA2P2,-0.2757177307202822,-0.03490298092961356,0.7827648761684114,0.036162745192540174,0.0387742683861857,0.000323320841712229,NA,43,55,55
ENSG00000226375.1,RP3-395P12.2,-0.2755138196015121,-0.029241386079594752,0.7829215100040928,0.05248054525360063,0.0365205114875576,0.00045840942084535,NA,28,30,30
ENSG00000008294.16,SPAG9,0.275390015544531,0.05401395920406614,0.783016614086626,0.0295042944544022,0.0575147182678406,8.69966513630496e-06,NA,24,31,31
ENSG00000198171.8,DDRGK1,0.275256060669164,0.09933478733997493,0.7831195195001742,0.01262569434222228,0.020171170456577,0.00936272733605224,NA,12,15,15
ENSG00000214135.4,AC024560.3,0.27511881418911166,0.00833761047665066,0.7832249574912269,0.16431956459422054,0.238707866134672,2.84458001489809e-22,NA,39,46,46
ENSG00000103227.14,LMF1,0.27498851051175327,0.030386786277650926,0.7833250654402604,0.05715709083318769,0.144706781428719,3.1554815854037e-13,NA,4,5,5
ENSG00000140990.10,NDUFB10,-0.27489453040400086,-0.07130689319338233,0.7833972694345832,0.010539008381483016,0.0135719352549187,0.0351935503517032,NA,3,4,4
ENSG00000006625.13,GGCT,-0.27485477238686856,-0.03611509592030968,0.7834278156904309,0.0368314520485675,0.0569526865720562,7.80845180172161e-06,NA,21,28,28
ENSG00000083099.6,LYRM2,0.2748473838641895,0.03001249453697804,0.7834334923610181,0.0324982339697701,0.0980011113231995,3.95196343623308e-09,NA,8,9,9
ENSG00000126218.7,F10,0.2748123667886714,0.020761164085479292,0.7834603964621006,0.043303437304235665,0.0492436455738241,5.48746095061075e-05,NA,22,23,23
ENSG00000101150.13,TPD52L2,0.2747203952536876,0.03486849649042423,0.7835310606912178,0.005268322313091248,0.0262414035104721,0.0032587200315172,NA,5,7,7
ENSG00000105464.3,GRIN2D,-0.27439429391770387,-0.06329669256779252,0.7837816275923272,0.009072610383272199,0.102525043794079,2.64121778300316e-09,NA,3,7,7
ENSG00000058453.12,CROCC,-0.27400609674730503,-0.00973538721397642,0.7840799363798218,0.04995021818053838,0.182091607080565,3.3393033549652e-16,NA,27,32,32
ENSG00000080815.14,PSEN1,0.2739894821728978,0.028534652773079847,0.7840927045011034,0.037181356872813404,0.0882883480433257,4.26046326502518e-08,NA,9,11,11
ENSG00000267596.1,CCL15,0.27372834121834005,0.013342930147761027,0.7842933961430234,0.04884541824553901,0.11820744903504,1.40404452689634e-10,NA,10,11,11
ENSG00000225695.1,HNRNPA1P35,0.27291565011402147,0.017297225517552625,0.7849180559902204,0.018210244438660976,0.0156006004432486,0.0245700299770105,NA,28,34,34
ENSG00000162763.3,LRRC52,0.27283681259795173,0.028642177209851037,0.7849786603542468,0.02499665387604543,0.0724543249538775,6.65064032786585e-07,NA,6,7,7
ENSG00000154874.10,CCDC144B,0.2728113629999627,0.014300281443565448,0.7849982243730277,0.02856484776818101,0.231146971482227,1.58575555135992e-21,NA,14,16,16
ENSG00000255571.2,LINC00925,-0.2725475680368366,-0.03299819346513666,0.7852010210215958,0.08414034817803255,0.0460605161047392,8.38036489439091e-05,NA,36,41,41
ENSG00000134905.12,CARS2,-0.27228698213568353,-0.02430650749726718,0.7854013649678141,0.10717414251467346,0.228727729183679,6.40515848779084e-21,NA,31,39,39
ENSG00000110700.2,RPS13,0.27181094819917845,0.021758131781255227,0.7857673866108961,0.09789956410164972,0.0741196802936762,3.27851901031155e-07,NA,62,82,82
ENSG00000188037.6,CLCN1,0.27150747037632583,0.042714628851270205,0.7860007548933978,0.03275682178170769,0.0944424122131245,1.44234827624847e-08,NA,11,12,12
ENSG00000235994.4,RP3-470B24.5,0.27137981813271483,0.05290081700646573,0.7860989226228328,0.013283137078133372,0.0894918001126743,3.04359311743245e-08,NA,9,10,10
ENSG00000157870.10,FAM213B,0.27137499845366064,0.02121561395126307,0.7861026291417469,0.014933301002288416,0.0658918697933284,2.46610559406997e-06,NA,9,12,12
ENSG00000226598.1,AC017060.1,-0.27129565572987613,-0.04071597263986425,0.7861636474504784,0.022343472481345637,0.0309302775973568,0.00126591168681946,NA,19,23,23
ENSG00000197915.5,HRNR,0.271291257076915,0.011212505285029036,0.7861670302611597,0.17141923470412762,0.332439030459301,4.4364938727286e-32,NA,44,52,52
ENSG00000215012.4,C22orf29,0.27113170386589336,0.021518054369895206,0.7862897383521535,0.038942732510427756,0.0749498243126163,3.45584893032751e-07,NA,6,7,7
ENSG00000167595.10,C19orf55,0.27104677525276893,0.023368381379683757,0.7863550568334223,0.058232844213546096,0.129196385196835,1.33949374238276e-11,NA,9,13,13
ENSG00000113361.8,CDH6,0.2709924661907182,0.12951060805483952,0.7863968266476689,0.0033102812144301203,0.0177892110180634,0.0159691436291934,NA,2,2,2
ENSG00000198466.8,ZNF587,0.270589120652261,0.040107373213441926,0.7867070642379762,0.08497675365048779,0.0647201512430955,2.9767531498398e-06,NA,50,56,56
ENSG00000197147.8,LRRC8B,-0.27057693402921756,-0.02771073074799109,0.7867164382383403,0.041816052636190496,0.0799705223517751,1.12996342754494e-07,NA,19,22,22
ENSG00000259182.1,RP11-424I19.2,0.27046236358817066,0.05457653830629382,0.7868045678020117,0.015025632491088643,0.0506361871643451,3.09124177836964e-05,NA,5,5,5
ENSG00000234460.1,XXyac-YM21GA2.4,-0.2704596941204722,-0.03048187126687522,0.786806621235269,0.09858379076453264,0.109496056614479,4.04272345361164e-10,NA,24,32,32
ENSG00000065717.10,TLE2,-0.2703551806974632,0.007748992828543383,0.7868870172067388,0.06085295552388574,0.0401627141990323,0.000282783505520405,NA,54,70,70
ENSG00000067715.9,SYT1,0.2701881499156505,0.03037442061498847,0.7870155087868045,0.02099030513841796,0.0175892603149517,0.0169745381983762,NA,15,16,16
ENSG00000175395.11,ZNF25,-0.2698121192522134,-0.023630121725503543,0.7873047986861675,0.04924987970229497,0.0957860664785906,4.73351725859492e-09,NA,89,109,109
ENSG00000205309.9,NT5M,0.26974985021612446,0.046555153738954476,0.7873527066642008,0.05346280459136453,0.0662008961318898,1.66655130760531e-06,NA,28,34,34
ENSG00000272143.1,FGF14-AS2,-0.26965694302023524,-0.014243732263628026,0.787424188243706,0.033186058744107697,0.0138052657545646,0.0343475421389993,NA,34,40,40
ENSG00000187764.7,SEMA4D,0.26935036811488944,0.029156552565595566,0.7876600756616141,0.014916174334195991,0.0324415894425997,0.000989656230670377,NA,18,21,21
ENSG00000242802.2,AP5Z1,0.26887137878658124,0.041089831231739884,0.7880286626061085,0.01412687234186373,0.0360451622087875,0.000528558188428528,NA,6,7,7
ENSG00000153291.11,SLC25A27,0.268806074321692,0.007159177410219046,0.7880789187057622,0.116868168737014,0.154244641048368,6.26584040271195e-14,NA,32,37,37
ENSG00000070961.10,ATP2B1,0.26868910697759146,0.046846000811375466,0.7881689350087895,0.037006113912922384,0.0208662613777403,0.0092919079834136,NA,53,66,66
ENSG00000230387.1,RP4-737E23.2,0.2684812696677816,0.009034270252458704,0.7883288904450821,0.22452101121745485,0.285549057378443,9.08560477368583e-28,NA,60,65,65
ENSG00000115020.12,PIKFYVE,0.26808803423282634,0.07155102297942034,0.7886315561213758,0.005450406379785275,0.0566080129661299,7.09900500261246e-06,NA,3,4,4
ENSG00000248265.1,RP11-834C11.3,-0.2679866836801455,-0.017030351940750685,0.7887095688468224,0.21706270123269583,0.336393935173105,9.56162995784631e-34,NA,22,24,24
ENSG00000224316.1,RP11-479O9.2,-0.2676098201369159,-0.02571923542049196,0.7889996712159338,0.12268441138257183,0.211879686301698,2.71544904371998e-19,NA,20,25,25
ENSG00000111696.7,NT5DC3,-0.2674824210722765,-0.01948979318473188,0.7890977472057606,0.087084567215863,0.111050525109116,5.77402895601815e-10,NA,20,22,22
ENSG00000249279.1,CTC-436P18.3,-0.267398772299295,-0.03471271706538627,0.78916214459996,0.02985794564749293,0.020325859240228,0.00963399881202959,NA,21,27,27
ENSG00000227051.4,C14orf132,0.26712109630998654,0.04765931519067229,0.7893759250675315,0.021576101817673075,0.0364705334889138,0.000477903836573119,NA,23,28,28
ENSG00000111671.5,SPSB2,0.26694167261635626,0.0202707308239185,0.7895140703328002,0.116877734981448,0.324835629833133,2.89912588840778e-31,NA,15,21,21
ENSG00000255837.1,TAS2R20,0.26687191189657083,0.015807383284827756,0.7895677836050713,0.11446763697053872,0.281768938929672,3.02992807172754e-26,NA,12,16,16
ENSG00000239590.1,OR1J4,0.2667971159443881,0.023960666338636773,0.7896253749380086,0.06193075721617057,0.0615782072394703,3.9392921431207e-06,NA,21,23,23
ENSG00000234585.2,CCT6P3,0.26661916495142823,0.007273589502824643,0.7897623981335438,0.41164544129735814,0.577207207413784,9.09331787140106e-73,NA,48,57,57
ENSG00000267374.1,LINC00669,-0.2666063687161493,-0.03656579343145741,0.7897722515522572,0.014523821830124302,0.0517916138877363,2.17738143917936e-05,NA,24,29,29
ENSG00000197136.4,PCNXL3,0.26640707729906515,0.2738395584334711,0.7899257152266473,0.0004415799431924705,0.0215659796725351,0.00810179727241215,NA,3,5,5
ENSG00000047188.11,YTHDC2,-0.2662844906754294,-0.016298804224235113,0.7900201166848652,0.17857466433052874,0.232045726682836,3.02530506470049e-21,NA,65,73,73
ENSG00000146530.7,VWDE,-0.2662818881083032,-0.012150520167691551,0.7900221209021301,0.08355963259529142,0.27620922527028,1.09596232327704e-25,NA,42,53,53
ENSG00000099812.6,MISP,-0.26619125103291874,-0.014884161323380048,0.7900919206949432,0.20667936789449112,0.342300629111815,2.26207208222661e-33,NA,8,11,11
ENSG00000187116.9,LILRA5,0.26613635046912476,0.07526044207665987,0.7901342005477987,0.022599890210172467,0.0259196031672495,0.00366237696605728,NA,22,29,29
ENSG00000250412.1,KLHL2P1,-0.2660679294088184,-0.020104305973133892,0.7901868936284078,0.02515000777855377,0.0508812092152027,3.92191757824458e-05,NA,33,39,39
ENSG00000169203.12,RP11-231C14.4,-0.265677425613918,-0.060666031620016866,0.7904876504956793,0.01998709336905715,0.11200615736612,4.72684353412793e-10,NA,6,9,9
ENSG00000154265.11,ABCA5,0.2654814997033883,0.027413611412599844,0.7906385597966674,0.029301166021681646,0.0865158217162481,5.22649229942076e-08,NA,17,20,20
ENSG00000205025.6,OR5G5P,-0.2652207420594117,-0.028497685493637657,0.7908394170442771,0.03600641533620207,0.0542450747940977,1.92738098295996e-05,NA,36,39,39
ENSG00000131097.2,HIGD1B,-0.2649926174404611,-0.03048131997839002,0.791015149011988,0.0257192230268709,0.0583929068042986,4.1972191595787e-06,NA,8,8,8
ENSG00000257017.4,HP,-0.2646039737383423,-0.02723694573205864,0.791314558620452,0.047303564183665686,0.0864470395626823,2.32463415022237e-08,NA,15,17,17
ENSG00000146540.10,C7orf50,0.264276530218136,0.03854696473352805,0.7915668437470327,0.011300437128146549,0.0348083033007663,0.000675241522177126,NA,3,3,3
ENSG00000155957.12,TMBIM4,0.26425262382035186,0.015187640412684746,0.791585263744196,0.15459233598056893,0.242334736182875,1.21127825339475e-23,NA,36,39,39
ENSG00000128989.6,ARPP19,-0.2638452246911326,-0.033061425509743676,0.791899184658874,0.03568801353700979,0.0697630465733031,1.004795937018e-06,NA,19,22,22
ENSG00000162494.5,LRRC38,-0.26383330598233323,-0.0843679224134291,0.7919083691140661,0.006644075368856376,0.0595057224764082,7.40894996920344e-06,NA,2,3,3
ENSG00000121577.9,POPDC2,0.2635714944181771,0.012524480905602316,0.7921101261520018,0.14784818647432302,0.223078540683447,4.85468560793101e-20,NA,63,73,73
ENSG00000156103.11,MMP16,0.26351688433078463,0.023716652468348566,0.7921522114933617,0.12038498796690131,0.16274866013719,1.69169195244715e-14,NA,57,66,66
ENSG00000225449.2,AC079776.7,-0.2630612959893293,-0.03504319762814392,0.7925033348863357,0.034774741408784476,0.179286432437836,4.65858622458432e-16,NA,8,12,12
ENSG00000157214.9,STEAP2,0.2630339299311373,0.026459633423789063,0.7925244273355097,0.03389649278643648,0.101984310434758,2.64451487439449e-09,NA,21,25,25
ENSG00000227986.1,TRIM60P18,0.2629940283404487,0.024009757116487424,0.7925551818458325,0.04761663996417724,0.0803498893065638,1.81338648817227e-07,NA,19,23,23
ENSG00000273014.1,RP11-225B17.2,-0.2626749298697426,-0.02017303626255307,0.79280114147231,0.036002388743133384,0.0487735917509909,5.64332263468946e-05,NA,31,32,32
ENSG00000142185.12,TRPM2,0.2626040333364033,0.05417909549259845,0.7928557909925484,0.01483942391756818,0.0208926686685972,0.00893127469161702,NA,17,20,20
ENSG00000205572.5,SERF1B,0.2619818360762616,-0.009871152664994965,0.7933354459570596,0.10723722149463126,0.154755960401292,1.22020602760897e-14,NA,11,13,13
ENSG00000143367.11,TUFT1,-0.26172398542891123,-0.1123679271168779,0.7935342472310101,0.0037510403406452383,0.0181726511966952,0.0134931315649781,NA,3,4,4
ENSG00000117791.11,MARC2,0.2616670366174099,0.026842337739160317,0.7935781562260502,0.040704854455417064,0.0665689443148397,2.08681065557548e-06,NA,29,29,29
ENSG00000054983.12,GALC,0.2615769244583363,0.015360251428534047,0.7936476363498427,0.11555119219819043,0.222182857967479,2.26756571468642e-20,NA,34,40,40
ENSG00000174996.7,KLC2,-0.2613819600868437,-0.01754915506493676,0.7937979673796745,0.04307065692932252,0.0122929308360805,0.0434230511417806,NA,32,37,37
ENSG00000076258.5,FMO4,0.2612718296264893,0.1007737195822863,0.7938828889764682,0.009186180707097669,0.0435995709245413,0.000127406499432306,NA,5,6,6
ENSG00000173267.9,SNCG,0.26123140781403464,0.0974542600248173,0.7939140588486989,0.024826425344206336,0.0135196787207898,0.0357138180722816,NA,20,22,22
ENSG00000206140.5,TMEM191C,-0.26112027440097313,-0.0697208170760955,0.7939997572041609,0.007705097896087993,0.0257791526603795,0.00325983190320308,NA,5,9,9
ENSG00000115216.9,NRBP1,-0.26085692042145614,-0.026869743187082042,0.7942028473965028,0.054877713908524264,0.120408055801854,7.28831352798931e-11,NA,18,19,19
ENSG00000106804.6,C5,0.26084573755117596,0.03877081538144779,0.7942114715784152,0.021351790896981755,0.106633926107726,1.35681876676709e-09,NA,12,15,15
ENSG00000136699.15,SMPD4,0.260814741985945,0.0364862960285861,0.7942353753577479,0.06100403423652785,0.0444863330730544,0.000119564936477744,NA,40,53,53
ENSG00000272732.1,RP5-1159O4.2,-0.26057452645387474,-0.05443602474665617,0.7944206361220881,0.002539953276390452,0.0948469537530387,8.17959945291822e-09,NA,5,22,22
ENSG00000167566.12,NCKAP5L,0.2605501799031741,0.05217209947208321,0.7944394134928487,0.0184587432107543,0.0171701267074471,0.0185600930033672,NA,11,13,13
ENSG00000168936.6,TMEM129,0.26031392866013875,0.015155643505803887,0.7946216293560167,0.10593941824411846,0.22561222067302,2.45131035570548e-20,NA,38,49,49
ENSG00000251301.2,RP11-81H14.2,0.260267323710995,0.0267566976504562,0.7946575761457659,0.036400590756474185,0.177771621214387,2.98552164111648e-16,NA,19,24,24
ENSG00000183773.11,AIFM3,-0.26022843259316186,-0.050262455087411416,0.7946875735262144,0.02682452150497526,0.0578110711647526,1.15760119412704e-05,NA,11,12,12
ENSG00000105726.12,ATP13A1,-0.2602123320102691,-0.08943473803075894,0.7946999922684179,0.003919867090857488,0.0161655192718847,0.0222776733458462,NA,1,2,2
ENSG00000224081.3,LINC01057,0.260140935646722,0.022514264727203134,0.7947550625184816,0.09987587167711126,0.239461064284798,2.42472414437351e-22,NA,10,11,11
ENSG00000134287.5,ARF3,-0.2601364873427984,-0.02588456738069604,0.794758493668391,0.09880376600356947,0.0137177801098207,0.0347841989303832,NA,57,64,64
ENSG00000180817.7,PPA1,-0.26004398856277594,-0.017018690935286993,0.7948298424763311,0.09654551934289882,0.221288067400297,1.06133239041048e-20,NA,18,21,21
ENSG00000130649.5,CYP2E1,0.25997641421475515,0.022363097589037248,0.7948819669424974,0.057365317911622464,0.1212037333831,7.91628366971658e-11,NA,9,9,9
ENSG00000155229.16,MMS19,-0.25981379388240256,-0.1030969802092918,0.7950074102782029,0.0023701482626400407,0.0238204945112425,0.00488230954001509,NA,3,4,4
ENSG00000180448.6,HMHA1,0.25967568584527173,0.07139558706296928,0.7951139492913071,0.008955401598392967,0.0400193996350792,0.000259717127839291,NA,10,15,15
ENSG00000100983.5,GSS,0.25943257975624884,0.03724459777241022,0.795301494963268,0.0657532281124495,0.0802324306822973,1.67231340708145e-07,NA,45,48,48
ENSG00000170703.11,TTLL6,0.2592794781385348,0.026180277715031907,0.7954196122091775,0.04809839413351197,0.116767817136896,1.91742068416557e-10,NA,10,13,13
ENSG00000004864.9,SLC25A13,0.25897934002372536,0.053339140465310866,0.7956511810898425,0.009815666008361028,0.032410845103935,0.00112025459723527,NA,13,17,17
ENSG00000254271.1,RP11-131N11.4,0.2584102879026376,0.028891195817380245,0.796090277570449,0.043346668611279365,0.0517661261456048,1.7385854408901e-05,NA,16,21,21
ENSG00000115602.12,IL1RL1,-0.2581869999221408,-0.009146812730218458,0.7962625904482621,0.25617344137443787,0.458184874561412,2.60214538657048e-49,NA,33,38,38
ENSG00000102970.6,CCL17,0.25790354384567094,0.00999356188617207,0.7964813497706887,0.04642055939187041,0.0533812826399409,2.50924880836834e-05,NA,32,38,38
ENSG00000141570.6,CBX8,0.2576107410371849,0.07647300737517768,0.7967073392950119,0.00377457749344339,0.246886663225129,9.16908641848099e-23,NA,7,11,11
ENSG00000119688.16,ABCD4,0.25760272418213087,0.04717146420447596,0.7967135270617742,0.012524833810407348,0.044479954478572,0.000122597708150297,NA,2,5,5
ENSG00000114544.11,SLC41A3,0.2575711257061982,0.018005584277812178,0.7967379163011251,0.17835158069999402,0.364579743742202,8.04895481161597e-37,NA,16,21,21
ENSG00000012124.10,CD22,0.2574897507270044,0.056191111602860694,0.796800726378518,0.01574041219114171,0.251102122057241,5.96927834456874e-24,NA,26,36,36
ENSG00000270915.1,RP11-27M5.1,0.2574487988018566,0.0879385412165648,0.7968323360222339,0.005551909307859285,0.0179221952394878,0.0156356872435873,NA,2,2,2
ENSG00000135093.8,USP30,0.2573516975976747,0.038373724034892295,0.7969072870531959,0.038732993432043575,0.0312498542712536,0.00143691973774894,NA,18,20,20
ENSG00000138069.12,RAB1A,-0.25722380713105536,-0.06429859610547678,0.7970060067334266,0.012386587031138874,0.0346531923307095,0.000694917988781104,NA,10,12,12
ENSG00000232630.1,PRPS1P2,0.25650880700252626,0.057284396054619616,0.7975579808749214,0.007359129776382772,0.0305609994996907,0.00142809201866618,NA,5,6,6
ENSG00000127463.9,EMC1,-0.25641535333045967,-0.004750707322514868,0.7976301338179868,0.07275227859794202,0.194056272554982,2.0565745955919e-17,NA,36,48,48
ENSG00000132740.4,IGHMBP2,-0.25606365824886324,-0.010308824819527948,0.7979016831582898,0.39092419308225335,0.554864686513072,3.56975243529133e-67,NA,38,46,46
ENSG00000167695.10,FAM57A,-0.25599532893315835,-0.02882758275540559,0.7979544441429436,0.1074285441032852,0.0898866606217851,1.83824108902023e-08,NA,54,72,72
ENSG00000272138.1,RP11-27N21.3,0.25577828498517485,0.0855338771128851,0.7981220423474191,0.009696231943228214,0.0167315504530248,0.0189118431652186,NA,10,12,12
ENSG00000261706.1,AP001505.9,-0.25572492811557007,-0.045049029760967495,0.7981632451772589,0.022494838318201225,0.044750264957034,0.000108388024525404,NA,17,18,18
ENSG00000102710.15,SUPT20H,0.25548296809956955,0.0095345954339464,0.7983500967261334,0.011982498519490691,0.112258133984556,4.00580445551093e-10,NA,17,24,24
ENSG00000146648.11,EGFR,0.25545993748310436,0.0349270292201674,0.7983678825245508,0.036583104519183486,0.0228309182026982,0.00607502886742258,NA,25,31,31
ENSG00000160396.8,HIPK4,0.25530379990274604,0.03057014664627878,0.7984884652747555,0.06849112277819384,0.077867083021217,2.38798631352739e-07,NA,43,49,49
ENSG00000154429.6,CCSAP,0.25525876997610497,0.010958022070542993,0.7985232421160515,0.17430160214075302,0.258556614119841,5.71509194970856e-24,NA,44,50,50
ENSG00000134852.10,CLOCK,-0.25480781920538326,-0.02196987806046716,0.798871535724493,0.07074231945472456,0.122894359410835,4.33200423259958e-11,NA,51,67,67
ENSG00000204653.5,ASPDH,-0.25458674034582723,-0.030293739747026722,0.7990423014791742,0.054509255860741554,0.131826552303375,9.41486158928716e-12,NA,10,13,13
ENSG00000203799.6,CCDC162P,0.25458667776114147,0.043023374193056546,0.7990423498222046,0.016292924987301984,0.0216594682258842,0.00775290574971216,NA,25,29,29
ENSG00000137261.9,KIAA0319,-0.2544913376304661,-0.016801019992703038,0.7991159954233154,0.06732676672725058,0.150762626646348,1.37353154279557e-13,NA,42,47,47
ENSG00000223564.1,CYP4F32P,0.2543676385542971,0.08967073193464914,0.7992115495898562,0.006952300610567533,0.0173885869525576,0.0171517438614587,NA,5,5,5
ENSG00000134884.9,ARGLU1,-0.2540959751488846,-0.059147170455286675,0.7994214127203245,0.009367805804600737,0.0200025616622564,0.0106635916304229,NA,12,14,14
ENSG00000186222.3,BLOC1S4,0.25407627331970123,0.08072266670972125,0.7994366331753946,0.015285134977301603,0.0121035392544166,0.0453648337070043,NA,18,21,21
ENSG00000176381.4,PRR18,-0.25405535048155564,-0.06167738050369135,0.7994527969923922,0.018944260735386492,0.0428886065799633,0.000167586066599368,NA,11,11,11
ENSG00000254153.1,CTA-398F10.2,-0.25381722519691274,-0.03291866865575202,0.7996367653488847,0.10975610084996802,0.0439368063207537,0.000109593424889537,NA,55,77,77
ENSG00000095383.15,TBC1D2,0.2537425698185109,0.020410439642696697,0.7996944441148697,0.09893283360685207,0.228833452060804,1.27688385344427e-20,NA,39,49,49
ENSG00000012660.9,ELOVL5,-0.25363429488113887,-0.029997330303151465,0.7997780993028192,0.05362288464945771,0.0123551518273083,0.0462658818971959,NA,66,75,75
ENSG00000145604.11,SKP2,0.25346698477974927,0.041527240489632924,0.7999073706507964,0.012821860602442519,0.0333564857849484,0.000940959519449687,NA,6,7,7
ENSG00000245975.2,RP11-30K9.6,0.2531808036177103,0.058070490492500945,0.8001284998606107,0.03275605622036908,0.0382069774438368,0.000367959419552662,NA,16,16,16
ENSG00000144161.8,ZC3H8,0.25279912968622265,0.011781931997052214,0.8004234402723007,0.0651546138789064,0.0855560909088336,3.32042465148738e-08,NA,48,60,60
ENSG00000148399.7,DPH7,0.25267848017209604,0.051368017545618906,0.8005166787008278,0.013931076698201265,0.0479570798318198,5.92948067748598e-05,NA,4,5,5
ENSG00000101407.8,TTI1,-0.252617367624772,-0.02378722823186566,0.8005639078071907,0.04282164601061403,0.0864907237309441,6.33304295335395e-08,NA,37,45,45
ENSG00000112234.4,FBXL4,-0.25255658898917044,-0.08365819655371017,0.8006108795824768,0.011195478723115493,0.0139025936711551,0.030307391624354,NA,6,6,6
ENSG00000226091.3,LINC00937,0.2523390190119487,0.028667885437743373,0.8007790308929733,0.022837476018399375,0.0413847175020272,0.000199935441670845,NA,19,29,29
ENSG00000196648.6,GOLGA6L9,-0.25227271451880484,-0.04089622518595598,0.8008302768735295,0.028492849934319286,0.0181742578223784,0.0154504363257337,NA,21,27,27
ENSG00000232237.2,ASCL5,-0.25226039846107434,-0.01567530808645205,0.8008397959073772,0.12073396854672025,0.308047519715175,3.30053783746634e-29,NA,14,19,19
ENSG00000033122.14,LRRC7,0.25225615304817084,0.058209460772467116,0.8008430771776043,0.013919870409940034,0.0161101657178099,0.0220285724786153,NA,11,15,15
ENSG00000204856.7,FAM216A,0.25190302859745645,0.019230791556557453,0.8011160185799805,0.06071842955398157,0.0857830986610141,3.07720789239673e-08,NA,20,21,21
ENSG00000006125.12,AP2B1,0.25189793381807973,0.04469223712439094,0.8011199566788443,0.013319196035111669,0.0142266916802329,0.0318252643242206,NA,37,41,41
ENSG00000159516.8,SPRR2G,0.25182531967143645,0.07613437207638613,0.8011760856033406,0.004299418309398734,0.0184201989613712,0.0145948478770977,NA,5,6,6
ENSG00000136928.4,GABBR2,0.2517845068461891,0.024455284206817487,0.8012076333500395,0.04047746462505819,0.0166900535711909,0.0199638753572737,NA,34,44,44
ENSG00000174177.8,CTU2,0.2517382190115407,0.04627051473672819,0.8012434135952496,0.05275508811081685,0.0600734389532612,7.05937393323201e-06,NA,22,26,26
ENSG00000130528.7,HRC,-0.2514773750164938,-0.0483296031098522,0.8014450523818274,0.009374530822553323,0.0177767145010571,0.0162140680096944,NA,5,6,6
ENSG00000166833.15,NAV2,-0.2513915950763688,-0.05696487267061449,0.8015113652638972,0.009927607666410768,0.0154130613177939,0.0242053443712411,NA,11,11,11
ENSG00000255458.1,RP11-539G18.2,0.251180842778053,0.09063508092697672,0.8016742951181126,0.03587486176741371,0.0178444357926276,0.0161080614559268,NA,27,31,31
ENSG00000176623.7,RMDN1,-0.25078054853835763,-0.018449625844934127,0.8019837811197763,0.07781383088656459,0.244536189471691,4.10396990016776e-22,NA,32,38,38
